sid;transport_mode;Y_pred
2655778;4;0
2667237;3;0
2664295;4;0
2627126;4;0
2641995;9;0
2641995;1;0
2641995;3;0
2638012;7;0
2672508;9;1
2672508;1;0
2649412;10;0
2624102;2;1
2674153;6;0
2674153;5;1
2662922;6;0
2657967;1;0
2662922;1;0
2657676;1;0
2635502;3;0
2634576;1;0
2637789;5;1
2645487;4;0
2650363;3;0
2645415;6;0
2649536;2;0
2652783;3;0
2655922;6;0
2653580;3;0
2630054;1;0
2630054;3;0
2630054;5;1
2631978;4;0
2621346;4;0
2621430;3;0
2627282;10;0
2633376;3;0
2641943;5;0
2641943;3;0
2637445;2;0
2647604;1;0
2647604;2;1
2667368;7;0
2667547;9;1
2675415;1;0
2641390;3;0
2651991;7;0
2651991;9;0
2673520;2;0
2637090;3;0
2662612;3;0
2622051;3;0
2663022;3;0
2635015;9;1
2640202;10;0
2676578;7;0
2677784;2;0
2646874;3;0
2673393;2;0
2637361;9;1
2637361;2;0
2640686;2;0
2654339;6;0
2623232;2;1
2623035;4;0
2627419;6;0
2659677;3;0
2660275;3;0
2666160;9;1
2672347;4;0
2672347;3;0
2672351;3;0
2635973;4;0
2633224;2;1
2639299;7;0
2639299;3;0
2622832;7;0
2664446;9;0
2664446;2;0
2664446;1;1
2645174;6;0
2622151;3;0
2622151;4;0
2627230;3;0
2646839;3;0
2647190;3;0
2639885;9;1
2640527;1;0
2637016;1;0
2666852;2;1
2666852;3;0
2666852;9;1
2675280;6;0
2674298;1;0
2673646;4;0
2674255;3;0
2653505;4;0
2620595;9;1
2651803;4;0
2653657;1;0
2662918;4;0
2638760;3;0
2672697;5;0
2660167;3;0
2662278;4;0
2623263;1;0
2652143;7;0
2652143;4;0
2651800;5;0
2651800;3;0
2650793;6;0
2672958;9;1
2672958;7;0
2665711;3;0
2628786;2;0
2650002;1;0
2644853;6;0
2652952;5;1
2653506;2;1
2630134;4;0
2622187;3;0
2622932;3;0
2620854;1;0
2635807;4;0
2666587;3;0
2665303;4;0
2635807;1;0
2633666;3;0
2633666;6;0
2633666;5;1
2621943;10;0
2630140;7;0
2630140;2;1
2644174;10;0
2656038;4;0
2675743;3;0
2664996;2;1
2664996;6;0
2653233;9;1
2622340;7;1
2628140;7;0
2639621;4;0
2647876;2;1
2643875;2;1
2642160;9;1
2627022;9;1
2628081;2;0
2657293;3;0
2658140;2;1
2657293;6;0
2661966;6;0
2661801;10;0
2636847;3;0
2644262;6;0
2644262;2;1
2641325;4;0
2652144;4;0
2654322;6;0
2651987;1;0
2651592;3;0
2651592;9;1
2671762;3;0
2671762;2;0
2633664;3;0
2633664;2;1
2661672;3;0
2674924;5;1
2670259;7;0
2670259;6;0
2623328;3;0
2642678;6;0
2649767;3;0
2649500;1;0
2640996;4;0
2627440;6;0
2641082;9;1
2652145;4;0
2654242;3;0
2649767;2;0
2621680;3;0
2643806;7;1
2640058;4;0
2665775;3;0
2645624;10;0
2645625;10;0
2645627;9;1
2638033;5;0
2625571;1;0
2630187;7;0
2630187;11;0
2645628;2;1
2645628;3;0
2636077;3;0
2669153;3;0
2630581;2;1
2629035;3;0
2623994;4;0
2623953;5;0
2675873;5;0
2646910;1;0
2658693;4;0
2658693;2;1
2659171;5;1
2662253;7;1
2629074;9;1
2667725;3;0
2638472;3;0
2638472;6;0
2628050;3;0
2648697;9;1
2644234;1;0
2646765;1;0
2643221;6;0
2650560;2;1
2650593;6;0
2625857;3;0
2646910;3;0
2648697;6;0
2657333;2;1
2621297;7;0
2636923;3;0
2636923;4;0
2672105;3;0
2675290;5;0
2668333;9;1
2643520;3;0
2672360;4;0
2663804;6;0
2663804;4;0
2643174;3;0
2654096;1;0
2625474;2;0
2625474;1;0
2671294;10;0
2634629;3;0
2639228;3;0
2649779;4;0
2649779;2;1
2655850;3;0
2663479;7;1
2663306;2;1
2670487;4;0
2637306;4;0
2634163;7;0
2634177;4;0
2634177;3;0
2652289;3;0
2621511;10;0
2621511;2;1
2631393;6;0
2665925;9;0
2665513;2;1
2665513;10;0
2651647;3;0
2651647;4;0
2659073;9;0
2659073;7;0
2659872;4;0
2670574;4;0
2670574;3;0
2674066;1;0
2674066;6;0
2664538;3;0
2634995;5;1
2621221;6;0
2622021;7;0
2650841;2;1
2633760;4;0
2633760;3;0
2636425;5;0
2665648;3;0
2662825;3;0
2633477;7;0
2652748;6;0
2648531;1;0
2629252;6;0
2621186;1;0
2639060;1;0
2635798;1;0
2630668;9;0
2623502;6;0
2674236;11;0
2669183;1;0
2635483;5;0
2635483;2;0
2635483;6;0
2628744;6;0
2628744;5;1
2632023;6;0
2627550;5;0
2669682;9;0
2674420;3;0
2674424;4;0
2650837;3;0
2623344;2;1
2623193;11;0
2623193;3;0
2622133;3;0
2662740;7;0
2626286;1;0
2649831;1;0
2627681;2;1
2631120;2;1
2620694;7;0
2621344;4;0
2621344;3;0
2642846;7;1
2626703;3;0
2637940;1;0
2633997;3;0
2676005;1;0
2671978;4;0
2669693;7;0
2669693;2;1
2649918;4;0
2626585;7;0
2648088;9;0
2640318;6;0
2640318;3;0
2640318;7;0
2623251;2;1
2623251;7;0
2648389;2;1
2633456;4;0
2663394;4;0
2663394;6;0
2663394;3;0
2626412;4;0
2626412;7;0
2655328;7;0
2664499;1;0
2664499;3;0
2664499;7;0
2651098;1;0
2660563;4;0
2675169;4;0
2630204;3;0
2659624;2;1
2659624;7;0
2620402;3;0
2673605;3;0
2625928;7;0
2628179;5;1
2672050;5;0
2672050;1;0
2671220;4;0
2652981;3;0
2236986;3;0
2275006;4;0
2234819;1;0
2284126;5;0
2284126;6;0
2285136;3;0
2239273;1;0
2284127;5;1
2284127;3;0
2255341;4;0
2278137;7;0
2278137;2;0
2284541;9;0
2240558;2;0
2247169;5;1
2285178;6;0
2285178;4;0
2242520;3;0
2272926;10;0
2253684;10;0
2278649;5;0
2287898;4;0
2251351;1;0
2251351;9;0
2251351;3;0
2239802;3;0
2239802;2;1
2250969;10;0
2250969;7;0
2257913;2;1
2257913;10;0
2248648;2;1
2251143;3;0
2251143;4;0
2236441;1;0
2237143;3;0
2281679;7;1
2227010;3;0
2239727;5;0
2274963;6;0
2263874;6;0
2259647;1;0
2287700;3;0
2282864;4;0
2281060;3;0
2285775;4;0
2230046;1;0
2247375;10;0
2241621;7;0
2278398;7;0
2253881;3;0
2241638;3;0
2254043;3;0
2247206;5;1
2257636;1;0
2261299;2;1
2270481;1;0
2272342;3;0
2289169;3;0
2284193;6;0
2243482;10;0
2263104;3;0
2249580;4;0
2262283;1;0
2262283;3;0
2257155;7;0
2281579;2;0
2284573;1;0
2257551;6;0
2266695;6;0
2254403;5;0
2250147;2;0
2236130;4;0
2237442;4;0
2229946;4;0
2252480;3;0
2277495;4;0
2277495;3;0
2269656;1;0
2277059;7;0
2277493;2;1
2235964;4;0
2280398;9;0
2275788;7;0
2276082;9;0
2279360;4;0
2270149;4;0
2239896;7;0
2265465;2;1
2240081;7;0
2238441;3;0
2240081;4;0
2228384;1;0
2232182;1;0
2234687;10;0
2279032;4;0
2246008;1;0
2281622;1;0
2281626;2;1
2281622;6;0
2281043;6;0
2289350;9;0
2231114;7;0
2231114;9;0
2231114;4;0
2227566;6;0
2264940;4;0
2264940;3;0
2238465;3;0
2233285;7;0
2250434;3;0
2242945;5;1
2249570;7;0
2257332;2;1
2270037;1;0
2274140;3;0
2267901;1;0
2261766;1;0
2262480;1;0
2262031;7;0
2262031;4;0
2262031;6;0
2261767;1;0
2283590;4;0
2283856;1;0
2272629;3;0
2248855;11;0
2248855;3;0
2267116;3;0
2267116;9;0
2257976;6;0
2257976;3;0
2275321;7;0
2261304;7;1
2284447;9;1
2245576;9;1
2247051;7;1
2289292;1;0
2288692;3;0
2228833;4;0
2276367;2;1
2246618;2;0
2272762;2;0
2231034;1;0
2231034;4;0
2231034;3;0
2233752;1;0
2226940;4;0
2259983;6;0
2231028;1;0
2268176;4;0
2283028;3;0
2283028;9;1
2261763;5;1
2265342;5;1
2267793;1;0
2267793;2;0
2268175;5;1
2268176;3;0
2264667;3;0
2251717;4;0
2247804;1;0
2231030;1;0
2258391;2;1
2230306;3;0
2268339;1;0
2229031;1;0
2229391;4;0
2229391;3;0
2239104;4;0
2239104;3;0
2239105;2;1
2239109;3;0
2235926;3;0
2276120;10;0
2258766;3;0
2264762;3;0
2264762;2;1
2257314;1;0
2251954;1;0
2249245;7;0
2265003;3;0
2265003;4;0
2265003;7;0
2227269;7;0
2283412;3;0
2283412;7;0
2252191;5;0
2256587;6;0
2235614;10;0
2243516;3;0
2232808;3;0
2232808;6;0
2230152;4;0
2230152;6;0
2284190;11;0
2281607;10;0
2280103;3;0
2284190;2;1
2283436;4;0
2280104;3;0
2283436;3;0
2286342;4;0
2262437;6;0
2262437;9;1
2262437;4;0
2262437;3;0
2263283;6;0
2244049;4;0
2244049;2;1
2251469;7;0
2233711;3;0
2238821;9;1
2237275;1;0
2270151;4;0
2257997;3;0
2257997;2;0
2241161;2;1
2244181;6;0
2267684;5;0
2265508;1;0
2271407;1;0
2264661;3;0
2239311;1;1
2275278;4;0
2274453;4;0
2246744;1;0
2246744;3;0
2264027;4;0
2246746;6;0
2277338;5;1
2247034;5;0
2262039;1;0
2253155;4;0
2253155;3;0
2245826;3;0
2246746;1;0
2270038;6;0
2264036;9;1
2270038;4;0
2229538;4;0
2256425;9;1
2264669;6;0
2229507;7;0
2242439;7;0
2242439;4;0
2274454;4;0
2239484;4;0
2239484;3;0
2260296;3;0
2263610;6;0
2280816;2;1
2267586;7;0
2240758;3;0
2240758;4;0
2240347;1;0
2240347;4;0
2253707;9;1
2274301;4;0
2258765;1;0
2258765;11;0
2242941;3;0
2267681;1;0
2265505;3;0
2274942;1;0
2260344;6;0
2277665;4;0
2269740;5;0
2270486;7;0
2256805;1;0
2248637;6;0
2238246;5;1
2275829;1;0
2239067;6;0
2240552;5;0
2233908;4;0
2228496;2;1
2257625;6;0
2275138;1;0
2260343;5;1
2262392;6;0
2229941;1;0
2259938;7;0
2259938;4;0
2251000;4;0
2270574;3;0
2270574;4;0
2283946;1;0
2268404;3;0
2268404;11;0
2274831;3;0
2270351;5;0
2270351;4;0
2245168;7;0
2229132;9;1
2235818;3;0
2235818;2;1
2229090;11;0
2267727;3;0
2242621;10;0
2284020;10;0
2252395;10;0
2232163;6;0
2232163;4;0
2230384;6;0
2281000;3;0
2271849;3;0
2280625;3;0
2278807;9;1
2266580;2;1
2266580;4;0
2245455;3;0
2249941;6;0
2256358;3;0
2266789;3;0
2266789;9;1
2233792;3;0
2232903;5;0
2241034;6;0
2249339;5;1
2250729;1;0
2250730;7;0
2252715;5;0
2268592;2;1
2274043;5;0
2274044;3;0
2266106;5;0
2262183;3;0
2260423;2;1
2258184;3;0
2259356;5;0
2288197;5;0
2270851;2;0
2270851;3;0
2232478;3;0
2226832;9;1
2226833;3;0
2227496;10;0
2275235;9;1
2275235;4;0
2244861;4;0
2230789;4;0
2230790;4;0
2230791;7;0
2230791;3;0
2253733;3;0
2250607;4;0
2243822;3;0
2242622;3;0
2243822;1;0
2236538;4;0
2236538;10;0
2238695;6;0
2239470;5;0
2239339;1;0
2256565;3;0
2266298;2;1
2265562;1;0
2272971;4;0
2270811;4;0
2288500;1;0
2284488;9;1
2232232;6;0
2265474;2;1
2265474;9;1
2265473;3;0
2241410;4;0
2269244;9;0
2242623;1;0
2263704;4;0
2263704;7;0
2254798;3;0
2284029;6;0
2282308;3;0
2282965;7;0
2282965;9;1
2283084;5;0
2283084;4;0
2285170;3;0
2262445;7;0
2260355;2;0
2264631;3;0
2263705;1;0
2239953;4;0
2276475;3;0
2270774;4;0
2260695;3;0
2279154;1;0
2279154;2;0
2283608;2;1
2255153;4;0
2255153;3;0
2246839;4;0
2276386;4;0
2276386;3;0
2288351;2;1
2282816;11;0
2277273;3;0
2277273;4;0
2256488;1;0
2267038;4;0
2261871;7;0
2261812;7;0
2246829;2;0
2252275;7;0
2278428;4;0
2278428;9;1
2272289;3;0
2275828;4;0
2247931;1;0
2247932;1;0
2252016;2;1
2243223;7;0
2240979;3;0
2240979;10;0
2244852;3;0
2231871;3;0
2229787;1;0
2229905;4;0
2232924;9;1
2284493;1;0
2282412;4;0
2255800;9;1
2287648;1;0
2234584;3;0
2273439;11;0
2277251;4;0
2277252;3;0
2229644;10;0
2233332;3;0
2241066;5;1
2241066;6;0
2236371;4;0
2236371;3;0
2256667;3;0
2256667;6;0
2273175;6;0
2273175;5;1
2269992;9;1
2278572;4;0
2276392;3;0
2276392;2;1
2274282;1;0
2277073;7;0
2277073;9;1
2286833;1;0
2289224;3;0
2289224;5;1
2283035;2;0
2283875;6;0
2232965;2;1
2273925;2;1
2287021;9;1
2280747;9;0
2280537;2;1
2283303;3;0
2234963;4;0
2243993;1;0
2237045;4;0
2256869;1;0
2257161;6;0
2257161;3;0
2256869;4;0
2266998;4;0
2266998;6;0
2258727;3;0
2273359;6;0
2271952;3;0
2262376;3;0
2266391;7;0
2259585;4;0
2281075;10;0
2281075;4;0
2257406;2;0
2274886;10;0
2246446;3;0
2287049;6;0
2289337;7;1
2287049;2;1
2244645;1;0
2235042;9;1
2240117;4;0
2258526;10;0
2289050;3;0
2289050;2;0
2257618;4;0
2280974;5;1
2262967;4;0
2263132;6;0
2263132;2;1
2263133;4;0
2267450;6;0
2264880;3;0
2274185;1;0
2274185;6;0
2276451;2;0
2276574;5;0
2276574;1;0
2275593;6;0
2269518;6;0
2269518;1;1
2255302;1;0
2253433;4;0
2252759;1;0
2256260;9;1
2256691;4;0
2250632;4;0
2240086;1;0
2240086;6;0
2239016;2;1
2239068;6;0
2239392;6;0
2232164;2;1
2233802;3;0
2233802;6;0
2234415;3;0
2226845;3;0
2226845;6;0
2249198;4;0
2249198;2;1
2228632;10;0
2228632;9;1
2288954;3;0
2251607;3;0
2256957;4;0
2227828;4;0
2227828;1;0
2267374;4;0
2266490;3;0
2266490;4;0
2277895;4;0
2289177;7;0
2289177;3;0
2276948;7;0
2255227;6;0
2228760;3;0
2250412;3;0
2270991;1;0
2252498;9;1
2282068;3;0
2248567;4;0
2288349;4;0
2227273;9;1
2231339;4;0
2229502;2;1
2275101;1;0
2262142;4;0
2262142;2;1
2250071;2;0
2235049;9;1
2239745;4;0
2233121;6;0
2249524;3;0
2269578;9;0
2269578;7;0
2275595;5;0
2259348;5;0
2286691;5;1
2284009;6;0
2279076;3;0
2280610;3;0
2280611;6;0
2271479;4;0
2245523;5;0
2240869;6;0
2238162;3;0
2251661;3;0
2256914;1;0
2253167;2;1
2253168;9;1
2271140;3;0
2274245;4;0
2274099;2;1
2255869;7;0
2244157;4;0
2266076;5;0
2240230;3;0
2240230;1;0
2236744;2;0
2287197;3;0
2286958;7;0
2287197;6;0
2281552;2;1
2281552;5;0
2281552;6;0
2274083;4;0
2274155;3;0
2231330;7;0
2231342;7;0
2233236;10;0
2233236;7;0
2233536;3;0
2256856;6;0
2236315;9;1
2252045;4;0
2252042;7;0
2252042;4;0
2252045;3;0
2244989;5;1
2231117;6;0
2229209;3;0
2229209;6;0
2227081;3;0
2227144;6;0
2227144;9;1
2239127;10;0
2251903;3;0
2270588;4;0
2270588;2;0
2256773;5;1
2256773;3;0
2279145;1;0
2270588;3;0
2254522;6;0
2243392;2;0
2243392;6;1
2239127;7;0
2264342;3;0
2255891;1;0
2263671;6;0
2266902;4;0
2275023;5;1
2274045;3;0
2271354;6;0
2271914;6;0
2271914;11;0
2273807;3;0
2248171;4;0
2248171;9;1
2241609;1;0
2241609;9;0
2238229;3;0
2254870;1;0
2286025;6;0
2243951;1;1
2254869;4;0
2274339;7;0
2269779;3;0
2239692;9;1
2243505;9;0
2227449;9;0
2227449;3;0
2286682;10;0
2279523;4;0
2279523;9;0
2286433;1;0
2286433;4;0
2272679;4;0
2257859;9;0
2256804;1;0
2256804;4;0
2255269;3;0
2271738;7;0
2242894;7;0
2257180;1;0
2249587;1;0
2279075;6;0
2228386;6;0
2228667;4;0
2244182;6;0
2239810;5;1
2237950;1;0
2250231;5;1
2255194;4;0
2268263;1;0
2269358;6;0
2265496;9;0
2266489;3;0
2264879;3;0
2261898;4;0
2288603;5;0
2288603;6;0
2281400;1;0
2279075;3;0
2281809;4;0
2243949;4;0
2238662;1;0
2255725;6;0
2255725;1;0
2255725;3;0
2249675;10;0
2249675;9;0
2257421;3;0
2268275;1;0
2287388;3;0
2261720;3;0
2242706;3;0
2279144;5;1
2284933;5;0
2284953;2;1
2286570;6;0
2286570;2;1
2268506;6;0
2277880;1;0
2288086;2;1
2262841;1;0
2271115;4;0
2284850;7;0
2262685;9;0
2254269;2;1
2285589;3;0
2283683;1;0
2247525;5;0
2241426;6;0
2288150;9;0
2269742;3;0
2269485;4;0
2260075;4;0
2247755;2;1
2260681;1;0
2264434;4;0
2264595;1;0
2264595;9;0
2242543;9;0
2255221;2;1
2248717;4;0
2232029;7;0
2229742;3;0
2243643;5;0
2243643;6;0
2249678;3;0
2249678;5;1
2248421;5;0
2254994;1;0
2271443;6;0
2258044;4;0
2277375;9;0
2277375;3;0
2281540;5;0
2250475;2;1
2261716;3;0
2261716;2;1
2261717;4;0
2260762;3;0
2280357;1;0
2284271;6;0
2284271;4;0
2268857;4;0
2268857;1;0
2268857;7;0
2256498;3;0
2246706;4;0
2229044;3;0
2227457;4;0
2227457;3;0
2227457;2;1
2234537;9;0
2234537;4;0
2235567;5;0
2258202;7;0
2230998;4;0
2237025;4;0
2278391;1;0
2271149;9;0
2271207;4;0
2275317;9;0
2234622;1;0
2252363;3;0
2029911;1;0
1994671;1;0
2009716;6;0
2031448;4;0
2019447;1;0
2009544;9;0
2009544;10;0
1997196;7;0
2028945;3;0
2020720;4;0
2020721;4;0
2033096;7;0
2033096;3;0
2018137;3;0
1986428;3;0
2023154;5;0
2032867;4;0
2008728;10;0
2030026;3;0
2033078;5;1
2005026;3;0
2017290;6;0
2009003;7;0
2009003;3;0
2029936;9;0
2029936;4;0
2026010;1;0
2025088;4;0
1987719;2;1
1991310;2;1
1992747;9;0
2001001;3;0
1999828;6;0
2010533;6;0
2032604;1;1
2033271;7;1
2026383;1;0
2026383;4;0
2026383;7;0
1995412;5;0
1996858;3;0
2028925;4;0
1992237;4;0
1991316;1;0
1997336;1;0
1997336;4;0
2006796;3;0
2006797;3;0
2006797;4;0
2006796;4;0
2028902;10;0
2028902;4;0
1983241;7;1
1983241;4;0
1989078;3;0
2024885;11;0
2006125;9;1
2006125;7;0
2016914;3;0
2016590;1;0
2016719;7;0
2009173;3;0
2009175;9;1
2009966;9;1
2009966;3;0
2002199;3;0
2023214;4;0
2023214;3;0
2010859;3;0
1979995;4;0
2008163;2;1
2008163;7;0
2008163;11;0
2008163;3;0
2022991;11;0
1991883;1;0
2011540;4;0
2011540;3;0
2009116;2;1
2035197;10;0
2023285;3;0
2019079;3;0
2019079;1;0
2008154;9;0
1992745;7;0
1994997;7;0
1992745;9;1
2000541;1;0
2034890;3;0
2016455;4;0
2012757;6;0
1988157;4;0
1982804;1;0
1985316;5;1
1999339;4;0
2001174;2;1
2001674;4;0
2011750;1;0
2016317;7;0
2015106;3;0
2029867;6;0
2032117;3;0
2008910;3;0
2018437;4;0
2035443;10;0
2035443;7;0
1988732;7;0
1991927;3;0
2003053;10;0
1981292;4;0
1990960;4;0
1998453;1;0
2034647;3;0
1991523;6;0
2001278;6;0
2016557;4;0
2016557;6;0
2016123;9;1
2016123;7;0
2016123;7;0
2033733;2;0
1986718;7;0
1986718;4;0
1993126;7;0
2002403;2;1
2005446;7;0
2020679;2;1
2004421;10;0
2009164;9;0
2021525;6;0
1987925;1;0
2011417;3;0
2006254;6;0
2013456;6;0
2022990;4;0
2000837;1;0
1999748;6;0
1994568;2;1
1994568;4;0
1990365;1;0
1987723;2;1
2031165;5;0
2009295;7;0
2009295;2;0
2015561;3;0
1988097;7;0
1987259;3;0
2025809;2;0
1987259;7;0
2029352;10;0
1987570;4;0
1985326;6;0
1987797;9;1
1997418;3;0
2024099;3;0
2024099;2;1
2012968;2;1
1998672;2;1
1981134;1;0
1985284;3;0
1985284;1;1
2030336;5;0
1997490;2;0
2012077;9;1
2030336;3;0
2005774;4;0
1990276;5;1
1982349;7;0
2002192;6;0
2017934;10;0
2028671;1;0
2021604;6;0
1997438;4;0
2030866;9;1
1999795;2;0
1999795;9;1
1987381;1;0
1987381;6;0
2031120;3;0
2031120;2;0
2014940;3;0
2030193;3;0
1996293;7;0
1979766;9;1
2023476;4;0
2028580;9;1
2032493;6;0
2032493;9;0
1985254;7;0
1984416;1;0
1985256;6;0
1984416;4;0
1984416;6;0
1997165;6;0
2006094;2;0
1999684;10;0
2018909;9;1
2018909;4;0
2014161;7;0
1998089;4;0
2031605;2;0
1983586;7;0
1983586;4;0
1997164;6;0
1991584;9;1
2015639;2;0
1990897;6;0
1993011;5;1
2007306;7;0
2007306;6;0
1997066;1;0
2011356;6;0
2011903;6;0
1995839;2;1
1995947;2;1
1995947;6;0
2009488;3;0
1981535;3;0
1982100;5;1
1995951;9;1
2008492;1;0
2001249;1;0
2002261;5;1
2000168;6;0
2000168;5;1
1995503;5;1
2035096;6;0
2033079;1;0
2026305;1;0
2017053;6;0
2021714;3;0
2005036;4;0
2011290;4;0
1995058;4;0
1995058;7;0
1980415;2;1
1990812;4;0
1981372;4;0
2000149;10;0
2021005;9;0
2015538;1;0
2001373;9;1
2008951;4;0
1994361;2;0
1994361;4;0
1981193;2;1
1985248;1;0
2035020;2;1
2035388;5;0
2002434;3;0
1994504;1;0
2012747;1;0
2012863;1;0
2012863;4;0
2012863;6;0
2011285;2;0
2017405;3;0
2017405;1;0
2011285;3;0
2025802;1;0
2025802;3;0
2021828;3;0
1990502;7;0
2032660;6;0
2032660;4;0
1989077;5;0
2032660;1;0
1989077;4;0
1994889;5;1
1986363;4;0
1986661;5;0
1986661;7;0
2008404;5;0
2001950;1;0
2014011;3;0
2011181;2;1
1980796;5;0
1980796;1;1
2027080;3;0
1997489;3;0
1995652;4;0
1995652;2;1
2019128;1;0
2017194;10;0
2017194;7;0
2018852;10;0
2023995;3;0
1991020;11;0
1991241;1;0
1998914;9;1
1981650;4;0
1990818;4;0
1990818;6;0
1992701;4;0
2016255;1;0
2024715;4;0
2026255;1;0
2026255;5;0
1995337;10;0
1999681;4;0
2003528;4;0
2002445;9;0
2009327;4;0
1989956;1;0
1989956;9;0
1996813;7;0
2001842;2;1
1986445;3;0
2031248;7;0
1993256;9;0
2026617;4;0
2023740;3;0
2030754;6;0
2027794;5;1
2019910;5;1
2011971;1;1
2001664;1;0
2000145;1;0
2000145;3;0
2005515;1;0
1987000;6;0
1987000;2;1
1983655;3;0
1993706;3;0
1993706;5;1
1995845;6;0
1991367;6;0
1991648;3;0
1991651;6;0
2011105;9;0
1983111;3;0
1988322;10;0
1994727;2;1
2006316;3;0
2012237;7;0
2006133;4;0
2034524;7;0
2026479;10;0
1982254;2;1
2015307;1;0
2031812;10;0
2030797;3;0
2030797;1;0
2030797;5;0
2030045;3;0
2029961;9;0
2025038;9;0
2011773;3;0
2002416;7;0
2002416;3;0
2004825;3;0
1995772;2;0
1991946;3;0
1981858;2;1
1981244;2;1
1981244;6;0
2029503;6;0
2020906;2;1
2035269;1;0
2007300;6;0
2007618;1;0
1989324;5;1
1993081;6;0
2035269;3;0
1994441;3;0
1994441;7;0
1986038;6;0
2007618;5;0
1999485;5;1
1998592;3;0
2015204;6;0
2028258;3;0
2018773;3;0
1979539;2;1
1989725;4;0
1994612;4;0
2017989;5;0
2018619;3;0
2027667;4;0
1986947;6;0
1986947;1;0
1989983;2;1
1997724;3;0
1997724;6;0
1994462;7;0
2007388;2;1
1998797;10;0
2001533;3;0
2012963;4;0
2013601;4;0
2013601;3;0
2013658;9;0
2013658;2;1
2018619;10;0
2004176;2;1
2002735;7;0
1981258;9;0
1984201;3;0
2000796;3;0
2014874;4;0
2031027;3;0
2031834;1;0
2031834;11;0
2011395;7;1
2010897;4;0
1984438;10;0
1998535;7;0
1995502;6;0
1994281;6;0
2034635;3;0
2022897;6;0
2020824;5;0
2021959;3;0
2021172;5;0
2021172;4;0
2025958;2;0
2015586;5;1
2010456;5;1
2010813;5;1
1999482;4;0
1999675;3;0
2001444;6;0
2001448;1;0
2008310;1;0
1983181;1;0
1992807;6;0
1990501;1;0
2008033;1;0
2024176;3;0
2024346;6;0
2024176;9;0
1992229;3;0
2008033;4;0
2018809;1;0
1988459;4;0
1996279;2;1
2025960;2;0
2005054;10;0
2023613;3;0
2023613;10;0
1988078;2;1
2003788;2;1
2003646;11;0
2017905;3;0
1995122;6;0
2032502;6;0
2032502;9;0
1990792;5;0
1990792;4;0
2006522;9;0
2011743;3;0
2014711;1;1
2029119;10;0
2029119;3;0
2029656;4;0
2029657;4;0
2029657;6;0
2029660;3;0
2027805;1;0
2027805;3;0
2021719;3;0
2021720;9;0
2034604;6;0
2000412;1;0
2008317;4;0
2000412;3;0
2000412;6;0
2000413;9;0
2033047;9;1
2035475;4;0
1997543;7;0
1999371;3;0
2002237;7;0
1980912;4;0
2010798;1;0
2013988;3;0
2024619;9;0
1992528;7;0
1989936;3;0
1994084;3;0
2012242;4;0
2022398;7;0
2023178;3;0
1997070;2;1
1998728;6;0
1981023;3;0
1993012;3;0
1995931;5;0
2011131;2;0
2011297;3;0
2002841;5;0
2002841;6;0
1998925;6;0
1985076;9;0
1980125;3;0
1996553;2;0
1987432;2;1
1987065;4;0
2032797;6;0
2032801;9;0
2031559;3;0
2031084;6;0
2015030;3;0
2014177;6;0
1979887;1;0
1994651;3;0
2033415;7;0
1994651;9;0
1982545;4;0
1982547;1;0
2033887;4;0
2001046;9;0
2006638;1;0
2026346;6;0
1979404;4;0
2035113;5;0
1992763;4;0
1980687;3;0
2007185;4;0
2002842;4;0
2002842;3;0
2001512;5;0
2001512;6;0
2001512;1;0
2011739;1;0
2032470;3;0
2032473;4;0
2035393;5;1
2033239;9;0
1992975;3;0
1987740;4;0
2015641;4;0
2015641;2;1
2013580;4;0
2013580;3;0
2020032;2;1
2013178;6;0
1982096;4;0
1999900;3;0
2013027;3;0
1984971;3;0
2004149;1;0
2012852;3;0
2015798;6;0
2029351;3;0
2012257;10;0
2014675;3;0
2013990;2;1
1990323;5;1
2007950;5;1
2023004;6;0
2020240;1;0
1987841;6;0
1989398;2;1
1986813;4;0
1990240;4;0
2006626;6;0
1990323;3;0
2005268;4;0
2032056;3;0
2001694;9;0
2030356;3;0
1980007;4;0
2029682;7;0
2018921;7;0
2018921;9;0
1998023;6;0
1979915;7;0
1998768;2;1
2001371;1;0
2018272;4;0
2014510;3;0
2017470;4;0
2018272;2;1
1987605;6;0
1987605;4;0
1987605;3;0
1998714;6;0
2001266;6;0
2001266;7;0
2032829;1;0
2032829;4;0
2030363;9;0
2030363;6;0
1991787;3;0
1990806;2;1
2008067;7;0
2028670;3;0
2017159;6;0
2021460;9;0
2001422;1;0
2001422;10;0
2019755;7;0
2019755;4;0
2007344;2;1
2030536;5;0
2014827;5;0
2014827;2;1
2009599;3;0
2006278;3;0
1992985;3;0
1990975;11;0
2027166;7;0
1982821;3;0
1997661;1;0
1980292;6;0
1980201;1;0
1980201;6;0
2015886;4;0
2015886;3;0
2021379;4;0
2031952;5;0
2031952;6;0
2008677;3;0
1147093;7;0
1160112;4;0
1149116;3;0
1175297;4;0
1179767;1;0
1155113;3;0
1193522;4;0
1167558;4;0
1170619;5;0
1171186;1;0
1196009;3;0
1163618;2;1
1183975;1;0
1174299;1;0
1174298;2;1
1182067;9;0
1187675;9;0
1159434;4;0
1152731;7;0
1148820;4;0
1192568;4;0
1156433;3;0
1185837;3;0
1185837;2;1
1148674;5;0
1165199;1;0
1153059;3;0
1151710;4;0
1151710;7;0
1159695;1;0
